Timestamp,Ticker,Tipo,Precio,Score_Entrada,Motivo_Salida,Resultado_USD,Resultado_Porc
2025-08-16 10:54:06,ETH-USD,Entrada,2331.45263671875,5,,,
2025-08-16 10:54:06,AVAX-USD,Entrada,21.797014236450195,5,,,
2025-08-16 10:54:06,DOT-USD,Entrada,4.740311145782471,5,,,
2025-08-16 10:54:06,ETH-USD,Salida,2296.480847167969,,SL,-34.9718,-1.5
2025-08-16 10:54:06,AVAX-USD,Salida,22.450924663543702,,TP,0.6539,3.0
2025-08-16 10:54:06,DOT-USD,Salida,4.882520480155945,,TP,0.1422,3.0
2025-08-16 10:54:06,ETH-USD,Entrada,2237.9052734375,6,,,
2025-08-16 10:54:06,AVAX-USD,Entrada,22.368793487548828,6,,,
2025-08-16 10:54:06,DOT-USD,Entrada,4.712969779968262,6,,,
2025-08-16 10:54:06,ETH-USD,Salida,2204.3366943359374,,SL,-33.5686,-1.5
2025-08-16 10:54:06,AVAX-USD,Salida,22.033261585235596,,SL,-0.3355,-1.5
2025-08-16 10:54:06,DOT-USD,Salida,4.642275233268737,,SL,-0.0707,-1.5
2025-08-16 10:54:06,SOL-USD,Entrada,178.49549865722656,5,,,
2025-08-16 10:54:06,DOGE-USD,Entrada,0.2392670065164566,6,,,
2025-08-16 10:54:06,SOL-USD,Salida,175.81806617736817,,SL,-2.6774,-1.5
2025-08-16 10:54:06,DOGE-USD,Salida,0.23567800141870976,,SL,-0.0036,-1.5
2025-08-16 10:54:06,BTC-USD,Entrada,86065.671875,6,,,
2025-08-16 10:54:06,ETH-USD,Entrada,2145.573974609375,5,,,
2025-08-16 10:54:06,ADA-USD,Entrada,0.8552640080451965,7,,,
2025-08-16 10:54:06,SOL-USD,Entrada,142.02108764648438,6,,,
2025-08-16 10:54:06,XRP-USD,Entrada,2.385741949081421,5,,,
2025-08-16 10:54:06,DOGE-USD,Entrada,0.19907599687576294,6,,,
2025-08-16 10:54:06,MATIC-USD,Entrada,0.2552550137042999,7,,,
2025-08-16 10:54:06,AVAX-USD,Entrada,20.9365177154541,5,,,
2025-08-16 10:54:06,LINK-USD,Entrada,14.450200080871582,5,,,
2025-08-16 10:54:06,BTC-USD,Salida,88647.64203125,,TP,2581.9702,3.0
2025-08-16 10:54:06,ETH-USD,Salida,2209.9411938476565,,TP,64.3672,3.0
2025-08-16 10:54:06,ADA-USD,Salida,0.8809219282865525,,TP,0.0257,3.0
2025-08-16 10:54:06,SOL-USD,Salida,146.2817202758789,,TP,4.2606,3.0
2025-08-16 10:54:06,XRP-USD,Salida,2.4573142075538636,,TP,0.0716,3.0
2025-08-16 10:54:06,DOGE-USD,Salida,0.19608985692262648,,SL,-0.003,-1.5
2025-08-16 10:54:06,MATIC-USD,Salida,0.25142618849873544,,SL,-0.0038,-1.5
2025-08-16 10:54:06,AVAX-USD,Salida,20.62246994972229,,SL,-0.314,-1.5
2025-08-16 10:54:06,LINK-USD,Salida,14.88370608329773,,TP,0.4335,3.0
2025-08-16 10:54:06,ADA-USD,Entrada,0.941277027130127,5,,,
2025-08-16 10:54:06,ADA-USD,Salida,0.9553961825370788,,SL,0.0141,1.5
2025-08-16 10:54:06,ADA-USD,Entrada,0.9753559827804565,5,,,
2025-08-16 10:54:06,ADA-USD,Salida,0.9460953032970428,,TP,-0.0293,-3.0
2025-08-16 10:54:06,ADA-USD,Entrada,0.8167999982833862,7,,,
2025-08-16 10:54:06,ADA-USD,Salida,0.829051998257637,,SL,0.0123,1.5
2025-08-16 10:54:06,DOT-USD,Entrada,4.616262912750244,5,,,
2025-08-16 10:54:06,FIL-USD,Entrada,3.1255600452423096,5,,,
2025-08-16 10:54:06,ADA-USD,Entrada,0.745199978351593,6,,,
2025-08-16 10:54:06,DOT-USD,Salida,4.754750800132752,,TP,0.1385,3.0
2025-08-16 10:54:06,FIL-USD,Salida,3.078676644563675,,SL,-0.0469,-1.5
2025-08-16 10:54:06,ADA-USD,Salida,0.7675559777021408,,TP,0.0224,3.0
2025-08-16 10:54:06,AVAX-USD,Entrada,22.047786712646484,5,,,
2025-08-16 10:54:06,AVAX-USD,Salida,21.717069911956788,,SL,-0.3307,-1.5
2025-08-16 10:54:06,AVAX-USD,Entrada,22.000259399414062,5,,,
2025-08-16 10:54:06,AVAX-USD,Salida,21.67025550842285,,SL,-0.33,-1.5
2025-08-16 10:54:06,ATOM-USD,Entrada,4.546014785766602,6,,,
2025-08-16 10:54:06,ATOM-USD,Salida,4.477824563980103,,SL,-0.0682,-1.5
2025-08-16 10:54:06,BNB-USD,Entrada,611.297119140625,7,,,
2025-08-16 10:54:06,BNB-USD,Salida,602.1276623535156,,SL,-9.1695,-1.5
2025-08-16 10:54:06,ATOM-USD,Entrada,4.438739776611328,5,,,
2025-08-16 10:54:06,ATOM-USD,Salida,4.305577583312989,,TP,-0.1332,-3.0
2025-08-16 10:54:06,BTC-USD,Entrada,82573.953125,5,,,
2025-08-16 10:54:06,ATOM-USD,Entrada,4.533537864685059,7,,,
2025-08-16 10:54:06,BTC-USD,Salida,80096.73453125,,TP,-2477.2186,-3.0
2025-08-16 10:54:06,ATOM-USD,Salida,4.397531728744506,,TP,-0.136,-3.0
2025-08-16 10:54:06,ADA-USD,Entrada,0.680404007434845,5,,,
2025-08-16 10:54:06,DOT-USD,Entrada,4.017457962036133,6,,,
2025-08-16 10:54:06,ATOM-USD,Entrada,4.310328960418701,6,,,
2025-08-16 10:54:06,FIL-USD,Entrada,2.7148020267486572,6,,,
2025-08-16 10:54:06,ADA-USD,Salida,0.7008161276578904,,TP,0.0204,3.0
2025-08-16 10:54:06,DOT-USD,Salida,4.137981700897217,,TP,0.1205,3.0
2025-08-16 10:54:07,ATOM-USD,Salida,4.439638829231263,,TP,0.1293,3.0
2025-08-16 10:54:07,FIL-USD,Salida,2.796246087551117,,TP,0.0814,3.0
2025-08-16 10:54:07,ETH-USD,Entrada,1796.104248046875,7,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,4.407393932342529,5,,,
2025-08-16 10:54:07,ETH-USD,Salida,1769.1626843261718,,SL,-26.9416,-1.5
2025-08-16 10:54:07,ATOM-USD,Salida,4.539615750312805,,TP,0.1322,3.0
2025-08-16 10:54:07,LTC-USD,Entrada,84.3316879272461,5,,,
2025-08-16 10:54:07,LTC-USD,Salida,86.86163856506347,,TP,2.53,3.0
2025-08-16 10:54:07,ETH-USD,Entrada,1786.634521484375,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.183053970336914,5,,,
2025-08-16 10:54:07,ETH-USD,Salida,1840.2335571289063,,TP,53.599,3.0
2025-08-16 10:54:07,XRP-USD,Salida,2.2485455894470214,,TP,0.0655,3.0
2025-08-16 10:54:07,ETH-USD,Entrada,1792.864990234375,5,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,4.384881019592285,6,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.709990978240967,5,,,
2025-08-16 10:54:07,ETH-USD,Salida,1765.9720153808594,,SL,-26.893,-1.5
2025-08-16 10:54:07,ATOM-USD,Salida,4.319107804298401,,SL,-0.0658,-1.5
2025-08-16 10:54:07,FIL-USD,Salida,2.791290707588196,,TP,0.0813,3.0
2025-08-16 10:54:07,ATOM-USD,Entrada,4.380782127380371,5,,,
2025-08-16 10:54:07,ATOM-USD,Salida,4.315070395469665,,SL,-0.0657,-1.5
2025-08-16 10:54:07,BNB-USD,Entrada,599.6817016601562,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.191556930541992,5,,,
2025-08-16 10:54:07,LTC-USD,Entrada,83.51346588134766,5,,,
2025-08-16 10:54:07,LTC-USD,Salida,86.01886985778809,,TP,2.5054,3.0
2025-08-16 10:54:07,ATOM-USD,Entrada,4.4285688400268555,7,,,
2025-08-16 10:54:07,ATOM-USD,Salida,4.494997372627258,,SL,0.0664,1.5
2025-08-16 10:54:07,ATOM-USD,Entrada,4.367852210998535,5,,,
2025-08-16 10:54:07,ATOM-USD,Salida,4.236816644668579,,TP,-0.131,-3.0
2025-08-16 10:54:07,DOT-USD,Entrada,4.033395767211914,5,,,
2025-08-16 10:54:07,BNB-USD,Salida,590.6864761352539,,SL,-8.9952,-1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.1586835765838623,,SL,-0.0329,-1.5
2025-08-16 10:54:07,DOT-USD,Salida,3.9123938941955565,,TP,-0.121,-3.0
2025-08-16 10:54:07,ETH-USD,Entrada,1808.59423828125,5,,,
2025-08-16 10:54:07,ADA-USD,Entrada,0.676692008972168,9,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.157794952392578,5,,,
2025-08-16 10:54:07,DOGE-USD,Entrada,0.17055200040340424,9,,,
2025-08-16 10:54:07,LTC-USD,Entrada,85.02394104003906,9,,,
2025-08-16 10:54:07,AVAX-USD,Entrada,19.901275634765625,7,,,
2025-08-16 10:54:07,LINK-USD,Entrada,13.859743118286133,7,,,
2025-08-16 10:54:07,ADA-USD,Salida,0.6563912487030029,,TP,-0.0203,-3.0
2025-08-16 10:54:07,XRP-USD,Salida,2.1901618766784665,,SL,0.0324,1.5
2025-08-16 10:54:07,DOGE-USD,Salida,0.17311028040945528,,SL,0.0026,1.5
2025-08-16 10:54:07,LTC-USD,Salida,82.47322280883789,,TP,-2.5507,-3.0
2025-08-16 10:54:07,AVAX-USD,Salida,20.199794769287106,,SL,0.2985,1.5
2025-08-16 10:54:07,LINK-USD,Salida,14.067639265060423,,SL,0.2079,1.5
2025-08-16 10:54:07,BNB-USD,Entrada,597.6897583007812,5,,,
2025-08-16 10:54:07,ADA-USD,Entrada,0.6629760265350342,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.1356089115142822,5,,,
2025-08-16 10:54:07,DOGE-USD,Entrada,0.17060400545597076,9,,,
2025-08-16 10:54:07,LTC-USD,Entrada,83.37004852294922,8,,,
2025-08-16 10:54:07,LINK-USD,Entrada,13.646458625793457,5,,,
2025-08-16 10:54:07,ETH-USD,Salida,1754.3364111328124,,TP,-54.2578,-3.0
2025-08-16 10:54:07,ADA-USD,Salida,0.6729206669330596,,SL,0.0099,1.5
2025-08-16 10:54:07,DOGE-USD,Salida,0.16548588529229163,,TP,-0.0051,-3.0
2025-08-16 10:54:07,LTC-USD,Salida,84.62059925079345,,SL,1.2506,1.5
2025-08-16 10:54:07,LINK-USD,Salida,13.237064867019653,,TP,-0.4094,-3.0
2025-08-16 10:54:07,ETH-USD,Entrada,1815.0875244140625,9,,,
2025-08-16 10:54:07,ADA-USD,Entrada,0.6783819794654846,6,,,
2025-08-16 10:54:07,DOGE-USD,Entrada,0.1721159964799881,6,,,
2025-08-16 10:54:07,LTC-USD,Entrada,91.86149597167969,6,,,
2025-08-16 10:54:07,AVAX-USD,Entrada,20.028181076049805,5,,,
2025-08-16 10:54:07,LINK-USD,Entrada,13.830133438110352,6,,,
2025-08-16 10:54:07,BNB-USD,Salida,606.6551046752929,,SL,8.9653,1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.1676430451869964,,SL,0.032,1.5
2025-08-16 10:54:07,ETH-USD,Salida,1842.3138372802732,,SL,27.2263,1.5
2025-08-16 10:54:07,ADA-USD,Salida,0.6580305200815201,,TP,-0.0204,-3.0
2025-08-16 10:54:07,LTC-USD,Salida,89.1056510925293,,TP,-2.7558,-3.0
2025-08-16 10:54:07,AVAX-USD,Salida,19.42733564376831,,TP,-0.6008,-3.0
2025-08-16 10:54:07,LINK-USD,Salida,14.037585439682006,,SL,0.2075,1.5
2025-08-16 10:54:07,BTC-USD,Entrada,97032.3203125,7,,,
2025-08-16 10:54:07,ETH-USD,Entrada,1811.606689453125,10,,,
2025-08-16 10:54:07,BNB-USD,Entrada,603.2796630859375,6,,,
2025-08-16 10:54:07,ADA-USD,Entrada,0.6711859703063965,6,,,
2025-08-16 10:54:07,LTC-USD,Entrada,89.44876098632812,6,,,
2025-08-16 10:54:07,LINK-USD,Entrada,13.819287300109863,5,,,
2025-08-16 10:54:07,DOGE-USD,Salida,0.17469773642718792,,SL,0.0026,1.5
2025-08-16 10:54:07,BTC-USD,Salida,98487.8051171875,,SL,1455.4848,1.5
2025-08-16 10:54:07,ETH-USD,Salida,1838.7807897949217,,SL,27.1741,1.5
2025-08-16 10:54:07,BNB-USD,Salida,612.3288580322265,,SL,9.0492,1.5
2025-08-16 10:54:07,ADA-USD,Salida,0.6812537598609923,,SL,0.0101,1.5
2025-08-16 10:54:07,LTC-USD,Salida,90.79049240112303,,SL,1.3417,1.5
2025-08-16 10:54:07,LINK-USD,Salida,14.02657660961151,,SL,0.2073,1.5
2025-08-16 10:54:07,BNB-USD,Entrada,628.6634521484375,5,,,
2025-08-16 10:54:07,SOL-USD,Entrada,163.96078491210938,6,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.323184013366699,6,,,
2025-08-16 10:54:07,DOGE-USD,Entrada,0.19757699966430664,6,,,
2025-08-16 10:54:07,LTC-USD,Entrada,94.70175170898438,6,,,
2025-08-16 10:54:07,BNB-USD,Salida,638.093403930664,,SL,9.43,1.5
2025-08-16 10:54:07,SOL-USD,Salida,166.420196685791,,SL,2.4594,1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.3580317735671996,,SL,0.0348,1.5
2025-08-16 10:54:07,DOGE-USD,Salida,0.20054065465927123,,SL,0.003,1.5
2025-08-16 10:54:07,LTC-USD,Salida,96.12227798461913,,SL,1.4205,1.5
2025-08-16 10:54:07,ADA-USD,Entrada,0.7777109742164612,6,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.3446710109710693,6,,,
2025-08-16 10:54:07,DOGE-USD,Entrada,0.20529000461101532,6,,,
2025-08-16 10:54:07,LTC-USD,Entrada,100.44050598144531,6,,,
2025-08-16 10:54:07,AVAX-USD,Entrada,23.25318145751953,5,,,
2025-08-16 10:54:07,DOT-USD,Entrada,4.792686939239502,7,,,
2025-08-16 10:54:07,LINK-USD,Entrada,16.011110305786133,5,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,4.935945987701416,6,,,
2025-08-16 10:54:07,ADA-USD,Salida,0.789376638829708,,SL,0.0117,1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.379841076135635,,SL,0.0352,1.5
2025-08-16 10:54:07,DOGE-USD,Salida,0.20836935468018053,,SL,0.0031,1.5
2025-08-16 10:54:07,LTC-USD,Salida,101.94711357116698,,SL,1.5066,1.5
2025-08-16 10:54:07,AVAX-USD,Salida,23.601979179382322,,SL,0.3488,1.5
2025-08-16 10:54:07,DOT-USD,Salida,4.864577243328094,,SL,0.0719,1.5
2025-08-16 10:54:07,LINK-USD,Salida,16.251276960372923,,SL,0.2402,1.5
2025-08-16 10:54:07,ATOM-USD,Salida,5.009985177516937,,SL,0.074,1.5
2025-08-16 10:54:07,ATOM-USD,Entrada,4.721083164215088,5,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.8253180980682373,5,,,
2025-08-16 10:54:07,ATOM-USD,Salida,4.650266916751861,,SL,-0.0708,-1.5
2025-08-16 10:54:07,FIL-USD,Salida,2.782938326597214,,SL,-0.0424,-1.5
2025-08-16 10:54:07,FIL-USD,Entrada,2.8157269954681396,7,,,
2025-08-16 10:54:07,FIL-USD,Salida,2.7734910905361176,,SL,-0.0422,-1.5
2025-08-16 10:54:07,XRP-USD,Entrada,2.3106610774993896,5,,,
2025-08-16 10:54:07,DOT-USD,Entrada,4.46865177154541,5,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,4.778651237487793,5,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.7923879623413086,7,,,
2025-08-16 10:54:07,XRP-USD,Salida,2.276001161336899,,SL,-0.0347,-1.5
2025-08-16 10:54:07,DOT-USD,Salida,4.602711324691772,,TP,0.1341,3.0
2025-08-16 10:54:07,ATOM-USD,Salida,4.922010774612427,,TP,0.1434,3.0
2025-08-16 10:54:07,FIL-USD,Salida,2.876159601211548,,TP,0.0838,3.0
2025-08-16 10:54:07,XRP-USD,Entrada,2.318671941757202,5,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,4.757533073425293,5,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.884053945541382,5,,,
2025-08-16 10:54:07,XRP-USD,Salida,2.283891862630844,,SL,-0.0348,-1.5
2025-08-16 10:54:07,ATOM-USD,Salida,4.686170077323913,,SL,-0.0714,-1.5
2025-08-16 10:54:07,FIL-USD,Salida,2.8407931363582613,,SL,-0.0433,-1.5
2025-08-16 10:54:07,ADA-USD,Entrada,0.7468940019607544,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.2742528915405273,7,,,
2025-08-16 10:54:07,ADA-USD,Salida,0.7356905919313431,,SL,-0.0112,-1.5
2025-08-16 10:54:07,ADA-USD,Entrada,0.7223420143127441,5,,,
2025-08-16 10:54:07,AVAX-USD,Entrada,22.247188568115234,5,,,
2025-08-16 10:54:07,DOT-USD,Entrada,4.34134578704834,7,,,
2025-08-16 10:54:07,LINK-USD,Entrada,15.040348052978516,5,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,4.612863063812256,5,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.7608559131622314,7,,,
2025-08-16 10:54:07,XRP-USD,Salida,2.240139098167419,,SL,-0.0341,-1.5
2025-08-16 10:54:07,ADA-USD,Salida,0.711506884098053,,SL,-0.0108,-1.5
2025-08-16 10:54:07,AVAX-USD,Salida,21.913480739593506,,SL,-0.3337,-1.5
2025-08-16 10:54:07,DOT-USD,Salida,4.276225600242615,,SL,-0.0651,-1.5
2025-08-16 10:54:07,LINK-USD,Salida,14.814742832183837,,SL,-0.2256,-1.5
2025-08-16 10:54:07,ATOM-USD,Salida,4.543670117855072,,SL,-0.0692,-1.5
2025-08-16 10:54:07,FIL-USD,Salida,2.719443074464798,,SL,-0.0414,-1.5
2025-08-16 10:54:07,SOL-USD,Entrada,156.23471069335938,6,,,
2025-08-16 10:54:07,SOL-USD,Salida,151.5476693725586,,TP,-4.687,-3.0
2025-08-16 10:54:07,SOL-USD,Entrada,157.7845458984375,5,,,
2025-08-16 10:54:07,SOL-USD,Salida,153.05100952148436,,TP,-4.7335,-3.0
2025-08-16 10:54:07,BTC-USD,Entrada,101575.953125,5,,,
2025-08-16 10:54:07,BTC-USD,Salida,103099.59242187499,,SL,1523.6393,1.5
2025-08-16 10:54:07,BNB-USD,Entrada,643.4342041015625,6,,,
2025-08-16 10:54:07,BNB-USD,Salida,653.0857171630859,,SL,9.6515,1.5
2025-08-16 10:54:07,BNB-USD,Entrada,644.8067626953125,7,,,
2025-08-16 10:54:07,BTC-USD,Entrada,103309.6015625,7,,,
2025-08-16 10:54:07,DOT-USD,Entrada,3.4376869201660156,5,,,
2025-08-16 10:54:07,BNB-USD,Salida,635.1346612548828,,SL,-9.6721,-1.5
2025-08-16 10:54:07,BTC-USD,Salida,101759.9575390625,,SL,-1549.644,-1.5
2025-08-16 10:54:07,DOT-USD,Salida,3.3861216163635253,,SL,-0.0516,-1.5
2025-08-16 10:54:07,BTC-USD,Entrada,100987.140625,5,,,
2025-08-16 10:54:07,ETH-USD,Entrada,2228.213134765625,5,,,
2025-08-16 10:54:07,SOL-USD,Entrada,131.61569213867188,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.0140280723571777,6,,,
2025-08-16 10:54:07,LTC-USD,Entrada,80.13804626464844,5,,,
2025-08-16 10:54:07,LINK-USD,Entrada,11.652458190917969,6,,,
2025-08-16 10:54:07,ATOM-USD,Entrada,3.716500997543335,6,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.0653998851776123,6,,,
2025-08-16 10:54:07,BTC-USD,Salida,104016.75484375001,,TP,3029.6142,3.0
2025-08-16 10:54:07,ETH-USD,Salida,2295.0595288085938,,TP,66.8464,3.0
2025-08-16 10:54:07,SOL-USD,Salida,135.56416290283204,,TP,3.9485,3.0
2025-08-16 10:54:07,XRP-USD,Salida,2.0744489145278933,,TP,0.0604,3.0
2025-08-16 10:54:07,LTC-USD,Salida,82.5421876525879,,TP,2.4041,3.0
2025-08-16 10:54:07,LINK-USD,Salida,12.002031936645508,,TP,0.3496,3.0
2025-08-16 10:54:07,ATOM-USD,Salida,3.827996027469635,,TP,0.1115,3.0
2025-08-16 10:54:07,FIL-USD,Salida,2.127361881732941,,TP,0.062,3.0
2025-08-16 10:54:07,BTC-USD,Entrada,105577.7734375,8,,,
2025-08-16 10:54:07,BNB-USD,Entrada,641.2962036132812,9,,,
2025-08-16 10:54:07,SOL-USD,Entrada,144.8467254638672,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.166309118270874,6,,,
2025-08-16 10:54:07,LINK-USD,Entrada,12.874313354492188,5,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.261953115463257,5,,,
2025-08-16 10:54:07,SOL-USD,Salida,142.67402458190918,,SL,-2.1727,-1.5
2025-08-16 10:54:07,LINK-USD,Salida,13.260542755126954,,TP,0.3862,3.0
2025-08-16 10:54:07,FIL-USD,Salida,2.3298117089271546,,TP,0.0679,3.0
2025-08-16 10:54:07,LINK-USD,Entrada,13.408498764038086,5,,,
2025-08-16 10:54:07,FIL-USD,Entrada,2.297943115234375,5,,,
2025-08-16 10:54:07,LINK-USD,Salida,13.207371282577514,,SL,-0.2011,-1.5
2025-08-16 10:54:07,FIL-USD,Salida,2.2634739685058594,,SL,-0.0345,-1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.133814481496811,,SL,-0.0325,-1.5
2025-08-16 10:54:07,XRP-USD,Entrada,2.2070729732513428,5,,,
2025-08-16 10:54:07,BTC-USD,Salida,108745.106640625,,TP,3167.3332,3.0
2025-08-16 10:54:07,XRP-USD,Salida,2.2401790678501126,,SL,0.0331,1.5
2025-08-16 10:54:07,BTC-USD,Entrada,107135.3359375,7,,,
2025-08-16 10:54:07,SOL-USD,Entrada,154.7353057861328,6,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.2387499809265137,5,,,
2025-08-16 10:54:07,SOL-USD,Salida,150.09324661254882,,TP,-4.6421,-3.0
2025-08-16 10:54:07,XRP-USD,Salida,2.1715874814987184,,TP,-0.0672,-3.0
2025-08-16 10:54:07,BNB-USD,Salida,660.5350897216797,,TP,19.2389,3.0
2025-08-16 10:54:07,BTC-USD,Salida,108742.36597656249,,SL,1607.03,1.5
2025-08-16 10:54:07,ETH-USD,Entrada,2571.33544921875,7,,,
2025-08-16 10:54:07,BNB-USD,Entrada,660.0572509765625,7,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.233768939971924,6,,,
2025-08-16 10:54:07,LTC-USD,Entrada,87.3050537109375,6,,,
2025-08-16 10:54:07,ETH-USD,Salida,2609.905480957031,,SL,38.57,1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.2672754740715027,,SL,0.0335,1.5
2025-08-16 10:54:07,LTC-USD,Salida,88.61462951660155,,SL,1.3096,1.5
2025-08-16 10:54:07,SOL-USD,Entrada,152.40179443359375,5,,,
2025-08-16 10:54:07,XRP-USD,Entrada,2.257658004760742,7,,,
2025-08-16 10:54:07,LTC-USD,Entrada,89.00467681884766,7,,,
2025-08-16 10:54:07,SOL-USD,Salida,147.82974060058592,,TP,-4.5721,-3.0
2025-08-16 10:54:07,LTC-USD,Salida,86.33453651428222,,TP,-2.6701,-3.0
2025-08-16 10:54:07,BTC-USD,Entrada,108034.3359375,9,,,
2025-08-16 10:54:07,ETH-USD,Entrada,2508.518310546875,5,,,
2025-08-16 10:54:07,LTC-USD,Entrada,86.86906433105469,5,,,
2025-08-16 10:54:07,BTC-USD,Salida,109654.85097656249,,SL,1620.515,1.5
2025-08-16 10:54:07,ETH-USD,Salida,2546.1460852050777,,SL,37.6278,1.5
2025-08-16 10:54:07,LTC-USD,Salida,88.1721002960205,,SL,1.303,1.5
2025-08-16 10:54:07,XRP-USD,Salida,2.291522874832153,,SL,0.0339,1.5
2025-08-16 10:54:07,BNB-USD,Salida,669.9581097412108,,SL,9.9009,1.5
2025-08-16 10:54:08,AVAX-USD,Entrada,25.087413787841797,6,,,
2025-08-16 10:54:08,AVAX-USD,Salida,24.334791374206542,,TP,-0.7526,-3.0
2025-08-16 10:54:08,DOT-USD,Entrada,3.8067150115966797,5,,,
2025-08-16 10:54:08,ATOM-USD,Entrada,4.418666839599609,6,,,
2025-08-16 10:54:08,FIL-USD,Entrada,2.4911749362945557,6,,,
2025-08-16 10:54:08,DOT-USD,Salida,3.6925135612487794,,TP,-0.1142,-3.0
2025-08-16 10:54:08,ATOM-USD,Salida,4.286106834411621,,TP,-0.1326,-3.0
2025-08-16 10:54:08,FIL-USD,Salida,2.416439688205719,,TP,-0.0747,-3.0
2025-08-16 10:54:08,BTC-USD,Entrada,113320.0859375,6,,,
2025-08-16 10:54:08,SOL-USD,Entrada,162.87709045410156,6,,,
2025-08-16 10:54:08,SOL-USD,Salida,157.9907777404785,,TP,-4.8863,-3.0
2025-08-16 10:54:08,AVAX-USD,Entrada,20.869081497192383,5,,,
2025-08-16 10:54:08,AVAX-USD,Salida,21.182117719650268,,SL,0.313,1.5
2025-08-16 10:54:08,SOL-USD,Entrada,161.95497131347656,5,,,
2025-08-16 10:54:08,BTC-USD,Salida,115019.8872265625,,SL,1699.8013,1.5
2025-08-16 10:54:08,SOL-USD,Salida,164.3842958831787,,SL,2.4293,1.5
2025-08-16 10:54:08,BTC-USD,Entrada,118359.578125,6,,,
2025-08-16 10:54:08,ATOM-USD,Entrada,4.523952960968018,5,,,
2025-08-16 10:54:08,FIL-USD,Entrada,2.507838010787964,6,,,
2025-08-16 10:54:08,ATOM-USD,Salida,4.456093666553497,,SL,-0.0679,-1.5
2025-08-16 10:54:08,FIL-USD,Salida,2.4702204406261443,,SL,-0.0376,-1.5
2025-08-16 10:54:08,DOT-USD,Entrada,3.891083002090454,5,,,
2025-08-16 10:54:08,ATOM-USD,Entrada,4.455841064453125,6,,,
2025-08-16 10:54:08,FIL-USD,Entrada,2.463470935821533,6,,,
